T2M,T2M_MAX,T2M_MIN,PRECTOTCORR,RH2M,WS2M,ALLSKY_SFC_SW_DWN,date,studyName
20.16,25.67,13.58,0.0,47.99,4.38,30.57,2024-05-24,TCAP_2023_HUTKS
22.76,30.58,11.89,3.45,59.43,5.29,27.9,2024-05-25,TCAP_2023_HUTKS
23.11,29.1,16.9,1.35,64.89,3.65,23.47,2024-05-26,TCAP_2023_HUTKS
22.47,30.18,14.32,0.0,50.99,2.28,30.3,2024-05-27,TCAP_2023_HUTKS
22.0,30.08,15.19,0.68,56.4,1.83,21.05,2024-05-28,TCAP_2023_HUTKS
23.39,30.2,15.8,0.33,61.09,2.85,26.03,2024-05-29,TCAP_2023_HUTKS
20.6,23.44,18.29,12.47,92.73,3.49,9.43,2024-05-30,TCAP_2023_HUTKS
20.96,25.34,16.49,2.73,79.04,1.94,14.56,2024-05-31,TCAP_2023_HUTKS
22.6,28.33,16.02,1.43,74.35,1.87,22.69,2024-06-01,TCAP_2023_HUTKS
22.6,25.9,19.8,3.73,86.59,3.73,16.96,2024-06-02,TCAP_2023_HUTKS
23.8,28.11,19.93,4.58,82.57,1.89,14.11,2024-06-03,TCAP_2023_HUTKS
23.78,28.33,18.22,11.69,86.39,2.12,14.3,2024-06-04,TCAP_2023_HUTKS
23.87,32.34,13.84,0.0,56.26,1.98,30.8,2024-06-05,TCAP_2023_HUTKS
23.97,30.57,17.95,0.02,53.6,2.51,30.21,2024-06-06,TCAP_2023_HUTKS
25.82,32.84,16.24,0.42,60.07,3.65,18.28,2024-06-07,TCAP_2023_HUTKS
26.79,32.7,21.9,19.24,75.04,3.17,24.42,2024-06-08,TCAP_2023_HUTKS
20.81,26.9,16.58,17.01,73.4,3.79,27.88,2024-06-09,TCAP_2023_HUTKS
22.46,28.74,16.34,0.0,56.96,1.75,30.05,2024-06-10,TCAP_2023_HUTKS
22.5,28.99,15.36,0.0,59.44,1.94,27.05,2024-06-11,TCAP_2023_HUTKS
26.07,33.54,18.38,0.0,62.58,4.13,30.18,2024-06-12,TCAP_2023_HUTKS
29.06,37.94,21.49,2.98,62.84,3.68,27.31,2024-06-13,TCAP_2023_HUTKS
27.36,33.58,20.49,2.53,71.18,1.98,25.12,2024-06-14,TCAP_2023_HUTKS
28.06,34.12,21.48,1.5,56.54,4.55,21.75,2024-06-15,TCAP_2023_HUTKS
29.19,35.75,23.33,1.35,61.06,5.39,26.73,2024-06-16,TCAP_2023_HUTKS
29.15,34.67,23.28,0.06,60.21,6.89,29.06,2024-06-17,TCAP_2023_HUTKS
27.02,31.11,23.32,21.15,72.19,7.15,14.65,2024-06-18,TCAP_2023_HUTKS
21.56,25.42,17.37,20.73,83.66,2.77,14.07,2024-06-19,TCAP_2023_HUTKS
26.0,32.28,19.64,0.01,68.32,2.88,27.83,2024-06-20,TCAP_2023_HUTKS
27.8,33.47,21.32,0.03,62.84,4.36,26.8,2024-06-21,TCAP_2023_HUTKS
29.87,36.8,24.7,0.01,60.32,4.41,25.0,2024-06-22,TCAP_2023_HUTKS
28.47,36.08,21.45,0.0,58.92,1.96,30.45,2024-06-23,TCAP_2023_HUTKS
31.44,39.36,24.18,0.28,51.85,4.3,29.75,2024-06-24,TCAP_2023_HUTKS
31.23,38.1,24.48,0.91,55.81,3.5,28.49,2024-06-25,TCAP_2023_HUTKS
29.79,36.62,23.72,0.08,55.6,2.77,29.95,2024-06-26,TCAP_2023_HUTKS
28.18,34.68,21.77,6.22,57.51,4.74,25.24,2024-06-27,TCAP_2023_HUTKS
31.42,39.49,23.71,1.44,57.85,3.73,25.18,2024-06-28,TCAP_2023_HUTKS
28.25,32.51,22.2,1.93,59.07,3.3,21.69,2024-06-29,TCAP_2023_HUTKS
22.12,25.25,18.79,9.77,72.66,3.45,10.54,2024-06-30,TCAP_2023_HUTKS
29.29,37.65,19.94,0.37,60.87,5.63,25.81,2024-07-01,TCAP_2023_HUTKS
22.18,30.58,14.8,0.0,48.51,1.93,19.02,2023-09-25,TCAP_2023_MANKS
22.65,30.47,15.45,0.0,54.43,1.78,17.72,2023-09-26,TCAP_2023_MANKS
22.28,30.85,14.51,0.0,55.99,2.32,19.23,2023-09-27,TCAP_2023_MANKS
25.69,36.03,16.67,0.0,51.56,2.97,18.98,2023-09-28,TCAP_2023_MANKS
27.49,34.76,20.59,0.0,49.46,4.99,18.68,2023-09-29,TCAP_2023_MANKS
27.84,35.37,22.0,0.1,49.08,4.87,18.29,2023-09-30,TCAP_2023_MANKS
26.78,33.9,20.7,0.0,46.7,3.97,17.84,2023-10-01,TCAP_2023_MANKS
25.85,33.15,19.15,0.0,47.63,3.71,16.58,2023-10-02,TCAP_2023_MANKS
24.7,30.73,20.55,14.57,54.4,5.36,8.34,2023-10-03,TCAP_2023_MANKS
19.7,23.91,15.04,2.45,67.3,2.32,13.65,2023-10-04,TCAP_2023_MANKS
17.74,25.51,11.88,0.0,47.97,3.0,18.55,2023-10-05,TCAP_2023_MANKS
12.15,16.54,7.41,0.02,45.39,3.94,13.89,2023-10-06,TCAP_2023_MANKS
11.2,18.66,3.88,0.0,51.42,1.92,18.94,2023-10-07,TCAP_2023_MANKS
16.44,27.37,7.72,0.0,46.55,2.69,18.12,2023-10-08,TCAP_2023_MANKS
14.37,21.58,8.02,0.0,48.76,2.23,16.81,2023-10-09,TCAP_2023_MANKS
16.53,25.1,7.84,0.0,45.41,2.85,17.11,2023-10-10,TCAP_2023_MANKS
21.44,29.15,13.92,0.05,67.12,4.66,16.63,2023-10-11,TCAP_2023_MANKS
20.1,25.28,16.72,4.82,67.53,6.79,3.12,2023-10-12,TCAP_2023_MANKS
11.92,15.98,9.14,0.02,60.92,6.58,6.18,2023-10-13,TCAP_2023_MANKS
10.8,13.78,8.77,0.02,68.77,5.45,7.88,2023-10-14,TCAP_2023_MANKS
10.03,15.31,5.89,0.01,65.57,4.02,6.64,2023-10-15,TCAP_2023_MANKS
10.71,18.42,3.38,0.0,57.52,2.56,17.08,2023-10-16,TCAP_2023_MANKS
14.49,24.78,4.89,0.0,43.93,2.95,16.33,2023-10-17,TCAP_2023_MANKS
15.73,24.02,9.54,0.0,50.36,3.07,9.75,2023-10-18,TCAP_2023_MANKS
16.94,26.11,9.75,0.0,53.92,3.13,15.52,2023-10-19,TCAP_2023_MANKS
19.03,28.83,10.7,0.0,50.56,2.11,16.2,2023-10-20,TCAP_2023_MANKS
18.39,27.11,11.87,0.0,48.68,2.77,15.91,2023-10-21,TCAP_2023_MANKS
17.52,26.54,9.16,0.0,46.44,4.5,14.45,2023-10-22,TCAP_2023_MANKS
22.63,29.89,16.68,0.13,62.79,5.88,14.03,2023-10-23,TCAP_2023_MANKS
20.15,22.39,18.06,6.5,87.91,4.2,7.1,2023-10-24,TCAP_2023_MANKS
20.06,22.68,17.96,16.0,94.68,2.7,3.31,2023-10-25,TCAP_2023_MANKS
21.16,26.7,17.35,2.11,80.49,4.23,7.29,2023-10-26,TCAP_2023_MANKS
7.59,16.49,2.68,0.06,52.04,5.16,13.44,2023-10-27,TCAP_2023_MANKS
1.44,4.27,-0.8,7.59,65.39,3.45,6.98,2023-10-28,TCAP_2023_MANKS
0.45,3.42,-1.89,0.42,67.59,4.51,4.67,2023-10-29,TCAP_2023_MANKS
0.19,6.77,-5.95,0.0,57.49,2.73,15.43,2023-10-30,TCAP_2023_MANKS
-0.66,4.49,-5.36,0.0,46.42,3.32,15.55,2023-10-31,TCAP_2023_MANKS
2.97,11.74,-4.39,0.0,51.99,3.49,13.81,2023-11-01,TCAP_2023_MANKS
7.6,17.01,-0.04,0.0,65.07,3.55,13.73,2023-11-02,TCAP_2023_MANKS
10.79,19.16,5.08,0.0,64.48,3.36,7.12,2023-11-03,TCAP_2023_MANKS
9.58,14.69,6.22,0.38,74.18,1.8,4.76,2023-11-04,TCAP_2023_MANKS
12.71,21.93,5.18,0.0,80.12,3.0,9.92,2023-11-05,TCAP_2023_MANKS
13.52,19.71,8.58,0.0,72.99,1.78,9.87,2023-11-06,TCAP_2023_MANKS
15.4,24.75,9.46,0.0,73.82,2.35,9.02,2023-11-07,TCAP_2023_MANKS
13.67,19.76,8.6,0.0,72.65,3.75,8.7,2023-11-08,TCAP_2023_MANKS
8.4,16.23,2.87,0.0,47.27,1.95,12.6,2023-11-09,TCAP_2023_MANKS
6.53,14.78,-0.39,0.0,56.11,1.75,13.16,2023-11-10,TCAP_2023_MANKS
9.51,16.31,5.81,0.42,51.17,3.68,4.3,2023-11-11,TCAP_2023_MANKS
11.03,21.57,4.02,0.0,54.05,2.82,12.39,2023-11-12,TCAP_2023_MANKS
10.5,20.29,2.88,0.0,54.33,2.51,12.62,2023-11-13,TCAP_2023_MANKS
12.18,20.89,5.6,0.0,55.98,3.62,11.67,2023-11-14,TCAP_2023_MANKS
13.28,22.55,5.95,0.0,66.37,2.59,10.32,2023-11-15,TCAP_2023_MANKS
12.2,17.71,8.64,0.0,73.27,4.62,6.05,2023-11-16,TCAP_2023_MANKS
7.96,13.38,2.53,0.0,52.18,2.39,11.76,2023-11-17,TCAP_2023_MANKS
10.01,19.73,2.05,0.0,54.13,1.66,11.1,2023-11-18,TCAP_2023_MANKS
11.2,15.35,8.65,14.45,76.65,4.94,1.89,2023-11-19,TCAP_2023_MANKS
5.47,9.08,2.51,10.32,89.76,4.87,2.07,2023-11-20,TCAP_2023_MANKS
3.76,8.71,-1.2,0.03,62.27,4.66,10.71,2023-11-21,TCAP_2023_MANKS
4.59,14.44,-2.94,0.0,53.88,2.77,11.34,2023-11-22,TCAP_2023_MANKS
3.57,8.33,0.65,0.06,63.55,4.2,9.37,2023-11-23,TCAP_2023_MANKS
-1.81,0.22,-3.87,0.0,43.58,4.11,5.59,2023-11-24,TCAP_2023_MANKS
-3.19,-1.03,-4.79,10.71,77.5,2.03,2.25,2023-11-25,TCAP_2023_MANKS
-3.51,3.51,-8.49,1.44,75.64,3.53,9.03,2023-11-26,TCAP_2023_MANKS
-1.84,6.93,-6.93,0.0,77.85,2.63,10.85,2023-11-27,TCAP_2023_MANKS
0.64,8.23,-4.79,0.15,76.88,2.53,10.61,2023-11-28,TCAP_2023_MANKS
2.72,11.64,-3.77,0.55,74.51,2.47,10.4,2023-11-29,TCAP_2023_MANKS
4.73,9.53,0.82,6.31,83.81,3.43,7.34,2023-11-30,TCAP_2023_MANKS
-0.26,3.5,-3.08,0.25,76.22,3.12,3.84,2023-12-01,TCAP_2023_MANKS
-0.06,5.52,-3.34,0.17,76.71,1.05,4.05,2023-12-02,TCAP_2023_MANKS
0.96,6.54,-3.15,0.05,83.84,3.51,5.96,2023-12-03,TCAP_2023_MANKS
3.28,11.89,-3.26,0.3,73.76,3.15,8.19,2023-12-04,TCAP_2023_MANKS
4.15,9.42,0.4,0.0,64.45,3.22,10.08,2023-12-05,TCAP_2023_MANKS
5.49,14.62,-0.76,0.0,66.58,3.9,9.27,2023-12-06,TCAP_2023_MANKS
9.19,17.42,3.69,0.0,76.86,4.7,9.68,2023-12-07,TCAP_2023_MANKS
8.19,14.75,4.73,0.09,64.54,2.44,8.26,2023-12-08,TCAP_2023_MANKS
3.44,7.52,-1.4,0.0,54.94,5.01,9.64,2023-12-09,TCAP_2023_MANKS
0.69,7.09,-4.85,0.0,59.32,3.36,8.55,2023-12-10,TCAP_2023_MANKS
3.36,12.5,-2.8,0.0,58.38,2.27,9.86,2023-12-11,TCAP_2023_MANKS
3.04,6.79,0.84,0.0,58.48,3.27,5.44,2023-12-12,TCAP_2023_MANKS
2.42,8.09,-1.85,0.0,69.65,1.68,7.23,2023-12-13,TCAP_2023_MANKS
3.48,8.86,-0.28,2.37,83.78,1.28,4.8,2023-12-14,TCAP_2023_MANKS
3.89,4.97,2.36,14.54,95.25,1.72,1.48,2023-12-15,TCAP_2023_MANKS
2.98,7.84,0.09,0.08,83.53,3.27,3.02,2023-12-16,TCAP_2023_MANKS
3.28,11.74,-2.0,0.0,79.96,2.62,9.34,2023-12-17,TCAP_2023_MANKS
-0.3,4.01,-4.26,0.6,65.89,2.89,10.04,2023-12-18,TCAP_2023_MANKS
2.61,7.38,-1.87,0.0,60.32,4.79,8.57,2023-12-19,TCAP_2023_MANKS
5.64,11.52,1.29,0.0,85.71,2.5,5.97,2023-12-20,TCAP_2023_MANKS
9.76,13.68,7.86,5.14,91.23,2.24,3.18,2023-12-21,TCAP_2023_MANKS
8.61,13.38,4.76,1.49,84.29,1.59,5.09,2023-12-22,TCAP_2023_MANKS
8.44,15.05,1.88,2.74,95.41,3.77,3.45,2023-12-23,TCAP_2023_MANKS
9.88,14.24,1.88,21.7,90.1,5.63,2.28,2023-12-24,TCAP_2023_MANKS
-0.94,1.48,-3.47,3.6,77.07,5.47,3.43,2023-12-25,TCAP_2023_MANKS
-1.97,0.84,-3.49,2.38,80.5,3.08,2.99,2023-12-26,TCAP_2023_MANKS
-1.63,2.48,-4.12,0.11,79.54,4.46,5.85,2023-12-27,TCAP_2023_MANKS
-1.55,3.5,-5.63,0.02,80.01,3.5,8.6,2023-12-28,TCAP_2023_MANKS
0.06,7.29,-4.55,0.01,78.64,3.36,9.32,2023-12-29,TCAP_2023_MANKS
1.96,10.88,-2.23,0.01,85.32,2.73,8.39,2023-12-30,TCAP_2023_MANKS
-2.54,1.82,-5.03,0.0,85.47,2.87,2.78,2023-12-31,TCAP_2023_MANKS
-2.7,2.73,-5.62,0.0,84.44,1.79,9.11,2024-01-01,TCAP_2023_MANKS
-0.68,5.42,-4.03,0.07,88.63,2.21,8.75,2024-01-02,TCAP_2023_MANKS
0.17,7.03,-3.51,0.0,84.39,1.59,9.19,2024-01-03,TCAP_2023_MANKS
-0.56,4.69,-3.25,0.02,87.65,3.18,4.24,2024-01-04,TCAP_2023_MANKS
-1.38,0.8,-3.34,4.36,93.66,2.0,2.32,2024-01-05,TCAP_2023_MANKS
-1.4,2.78,-4.37,1.03,89.01,2.8,2.5,2024-01-06,TCAP_2023_MANKS
-0.8,4.57,-5.44,0.0,75.97,3.08,7.23,2024-01-07,TCAP_2023_MANKS
0.13,1.07,-1.31,23.7,94.34,4.85,2.16,2024-01-08,TCAP_2023_MANKS
-5.95,-1.39,-11.64,1.6,93.47,6.0,6.02,2024-01-09,TCAP_2023_MANKS
-4.43,2.21,-11.27,0.13,87.92,3.27,5.96,2024-01-10,TCAP_2023_MANKS
-5.4,0.41,-11.61,0.83,93.7,4.44,7.57,2024-01-11,TCAP_2023_MANKS
-14.69,-12.66,-19.26,0.47,87.43,6.84,7.89,2024-01-12,TCAP_2023_MANKS
-20.2,-18.05,-27.65,0.3,82.38,5.65,10.11,2024-01-13,TCAP_2023_MANKS
-22.9,-17.6,-27.98,0.0,75.57,3.21,8.41,2024-01-14,TCAP_2023_MANKS
-20.18,-16.83,-24.74,1.17,84.05,3.91,4.63,2024-01-15,TCAP_2023_MANKS
-16.56,-7.9,-24.35,0.0,73.98,3.52,12.08,2024-01-16,TCAP_2023_MANKS
-6.5,0.95,-14.22,0.19,80.08,3.07,10.08,2024-01-17,TCAP_2023_MANKS
-7.32,-1.97,-16.43,0.05,89.5,3.69,10.36,2024-01-18,TCAP_2023_MANKS
-15.82,-10.51,-21.1,0.0,84.94,3.91,12.27,2024-01-19,TCAP_2023_MANKS
-16.01,-10.52,-20.92,0.0,86.92,2.09,11.87,2024-01-20,TCAP_2023_MANKS
-5.92,0.29,-13.75,0.01,81.6,5.6,10.19,2024-01-21,TCAP_2023_MANKS
-1.22,0.25,-2.87,3.07,95.2,3.31,7.08,2024-01-22,TCAP_2023_MANKS
-0.05,1.59,-3.17,3.42,96.5,1.36,3.67,2024-01-23,TCAP_2023_MANKS
0.9,2.73,-0.75,0.59,95.65,0.8,4.22,2024-01-24,TCAP_2023_MANKS
1.61,3.32,0.04,1.98,96.53,0.72,2.79,2024-01-25,TCAP_2023_MANKS
0.3,2.61,-1.77,0.11,93.85,1.42,3.38,2024-01-26,TCAP_2023_MANKS
-0.44,4.44,-2.63,0.01,91.6,2.59,5.23,2024-01-27,TCAP_2023_MANKS
2.31,11.04,-2.6,0.0,80.35,1.83,12.23,2024-01-28,TCAP_2023_MANKS
4.41,13.51,-0.39,0.0,88.62,2.16,11.71,2024-01-29,TCAP_2023_MANKS
5.37,13.3,-0.07,0.0,80.38,2.75,12.71,2024-01-30,TCAP_2023_MANKS
6.84,16.85,-0.06,0.0,86.94,2.57,12.57,2024-01-31,TCAP_2023_MANKS
9.03,16.19,3.57,0.0,87.0,3.27,6.66,2024-02-01,TCAP_2023_MANKS
10.32,17.2,5.53,0.73,94.15,3.79,10.16,2024-02-02,TCAP_2023_MANKS
8.82,11.11,6.68,17.86,97.38,4.8,2.59,2024-02-03,TCAP_2023_MANKS
4.9,7.81,0.45,6.12,91.36,4.14,3.88,2024-02-04,TCAP_2023_MANKS
3.57,9.82,-1.31,0.03,79.03,1.9,9.95,2024-02-05,TCAP_2023_MANKS
5.46,13.33,-1.33,0.01,80.44,2.72,9.73,2024-02-06,TCAP_2023_MANKS
9.69,13.51,5.78,0.05,75.11,6.55,5.1,2024-02-07,TCAP_2023_MANKS
9.79,15.2,6.53,0.0,71.25,5.08,12.47,2024-02-08,TCAP_2023_MANKS
6.31,12.29,1.07,0.0,69.76,2.96,13.79,2024-02-09,TCAP_2023_MANKS
1.13,5.08,-3.12,0.0,78.25,2.93,8.43,2024-02-10,TCAP_2023_MANKS
0.64,5.98,-3.74,0.0,77.15,2.78,12.05,2024-02-11,TCAP_2023_MANKS
3.11,11.08,-3.79,0.0,69.84,2.37,14.8,2024-02-12,TCAP_2023_MANKS
5.3,14.58,-2.03,0.0,65.15,2.62,14.61,2024-02-13,TCAP_2023_MANKS
7.98,17.12,-0.37,0.0,74.05,4.09,13.86,2024-02-14,TCAP_2023_MANKS
0.96,6.83,-3.99,0.0,71.79,3.84,14.83,2024-02-15,TCAP_2023_MANKS
-1.85,1.57,-7.98,1.11,71.39,5.84,5.09,2024-02-16,TCAP_2023_MANKS
-4.73,1.22,-9.59,0.0,59.12,3.87,15.73,2024-02-17,TCAP_2023_MANKS
1.42,9.74,-4.2,0.0,61.03,2.94,16.72,2024-02-18,TCAP_2023_MANKS
3.78,12.15,-2.79,0.0,70.68,2.77,14.49,2024-02-19,TCAP_2023_MANKS
8.25,19.17,-0.1,0.0,65.89,2.4,15.95,2024-02-20,TCAP_2023_MANKS
10.27,17.72,3.73,0.0,84.75,1.75,14.85,2024-02-21,TCAP_2023_MANKS
10.22,17.16,4.93,0.0,72.92,3.87,13.56,2024-02-22,TCAP_2023_MANKS
7.94,16.63,1.02,0.0,63.0,4.07,15.54,2024-02-23,TCAP_2023_MANKS
7.7,17.72,-0.25,0.0,65.24,2.9,17.1,2024-02-24,TCAP_2023_MANKS
10.91,20.97,1.6,0.0,51.8,2.51,17.02,2024-02-25,TCAP_2023_MANKS
12.72,23.54,3.26,0.0,62.86,2.25,16.99,2024-02-26,TCAP_2023_MANKS
6.02,16.8,-6.04,0.01,58.52,5.13,16.37,2024-02-27,TCAP_2023_MANKS
-3.26,3.92,-9.71,0.0,53.69,3.94,18.86,2024-02-28,TCAP_2023_MANKS
3.3,11.2,-3.33,0.6,51.51,5.4,17.65,2024-02-29,TCAP_2023_MANKS
5.77,13.43,1.5,0.13,80.83,4.14,11.57,2024-03-01,TCAP_2023_MANKS
10.57,20.01,3.88,0.01,75.88,4.99,18.1,2024-03-02,TCAP_2023_MANKS
13.89,21.14,8.18,0.0,51.0,5.13,17.43,2024-03-03,TCAP_2023_MANKS
11.1,16.96,4.82,0.0,77.89,4.12,11.32,2024-03-04,TCAP_2023_MANKS
6.59,14.24,0.55,0.0,65.72,3.38,16.22,2024-03-05,TCAP_2023_MANKS
7.03,12.85,0.98,0.1,73.27,2.28,12.27,2024-03-06,TCAP_2023_MANKS
7.31,10.51,3.69,13.05,93.38,3.51,3.73,2024-03-07,TCAP_2023_MANKS
3.7,7.68,0.2,0.23,73.17,5.75,4.87,2024-03-08,TCAP_2023_MANKS
4.36,12.18,-3.56,0.0,56.89,3.03,20.4,2024-03-09,TCAP_2023_MANKS
9.02,18.99,-0.89,0.0,51.83,2.94,18.92,2024-03-10,TCAP_2023_MANKS
12.18,21.04,3.73,0.0,57.81,5.34,19.85,2024-03-11,TCAP_2023_MANKS
12.36,18.54,7.55,0.0,69.3,3.28,13.72,2024-03-12,TCAP_2023_MANKS
13.74,20.27,6.55,6.9,75.77,2.06,13.82,2024-03-13,TCAP_2023_MANKS
12.08,18.74,8.57,0.28,79.87,4.3,7.17,2024-03-14,TCAP_2023_MANKS
9.6,16.36,3.86,0.0,68.85,3.27,20.49,2024-03-15,TCAP_2023_MANKS
9.87,18.35,4.05,0.0,57.67,3.48,18.68,2024-03-16,TCAP_2023_MANKS
3.38,8.28,-3.39,0.0,53.03,4.35,21.95,2024-03-17,TCAP_2023_MANKS
0.2,6.69,-5.67,0.0,52.66,3.05,22.78,2024-03-18,TCAP_2023_MANKS
9.01,19.93,-0.1,0.0,54.39,3.4,19.98,2024-03-19,TCAP_2023_MANKS
8.15,13.96,3.31,0.0,55.77,3.65,21.68,2024-03-20,TCAP_2023_MANKS
8.3,16.88,0.08,0.0,65.69,3.35,19.68,2024-03-21,TCAP_2023_MANKS
6.94,10.47,-0.68,0.0,74.87,5.25,15.2,2024-03-22,TCAP_2023_MANKS
2.74,8.73,-3.71,0.1,69.24,3.3,12.3,2024-03-23,TCAP_2023_MANKS
9.58,12.76,4.39,5.2,84.36,7.47,3.56,2024-03-24,TCAP_2023_MANKS
7.64,11.39,-0.94,0.84,78.02,5.28,13.39,2024-03-25,TCAP_2023_MANKS
0.05,5.75,-4.18,0.11,60.31,5.42,13.68,2024-03-26,TCAP_2023_MANKS
2.66,11.01,-5.56,0.0,55.84,1.57,20.8,2024-03-27,TCAP_2023_MANKS
10.39,19.96,1.02,0.0,61.32,4.46,22.09,2024-03-28,TCAP_2023_MANKS
14.28,23.46,7.35,0.0,67.47,4.61,21.22,2024-03-29,TCAP_2023_MANKS
9.99,17.33,3.27,0.0,65.71,2.98,21.55,2024-03-30,TCAP_2023_MANKS
14.17,23.19,5.8,0.0,78.61,2.59,13.23,2024-03-31,TCAP_2023_MANKS
14.41,22.09,5.44,0.93,77.58,3.75,10.71,2024-04-01,TCAP_2023_MANKS
8.02,15.02,2.93,4.54,61.48,6.02,17.86,2024-04-02,TCAP_2023_MANKS
7.01,14.02,2.16,0.0,50.64,5.59,25.01,2024-04-03,TCAP_2023_MANKS
8.42,17.37,0.29,0.0,50.21,3.17,25.72,2024-04-04,TCAP_2023_MANKS
11.07,19.91,1.8,0.0,51.21,3.52,22.07,2024-04-05,TCAP_2023_MANKS
14.41,23.2,6.04,4.16,65.19,6.97,18.46,2024-04-06,TCAP_2023_MANKS
13.02,20.54,5.26,0.0,45.5,5.06,22.82,2024-04-07,TCAP_2023_MANKS
12.84,20.48,4.38,0.0,53.43,2.17,24.8,2024-04-08,TCAP_2023_MANKS
12.39,19.19,4.44,0.0,54.27,1.95,24.77,2024-04-09,TCAP_2023_MANKS
14.47,22.15,7.52,0.0,51.06,1.88,17.58,2024-04-10,TCAP_2023_MANKS
11.23,17.45,5.61,0.0,39.94,5.66,26.28,2024-04-11,TCAP_2023_MANKS
12.69,22.07,2.61,0.0,46.08,1.93,26.07,2024-04-12,TCAP_2023_MANKS
19.9,29.87,10.26,0.0,56.36,5.56,21.76,2024-04-13,TCAP_2023_MANKS
21.59,31.2,12.04,0.0,55.88,2.36,24.89,2024-04-14,TCAP_2023_MANKS
21.09,26.91,14.32,5.11,76.75,5.37,16.7,2024-04-15,TCAP_2023_MANKS
20.17,25.16,14.02,3.6,58.09,7.78,21.83,2024-04-16,TCAP_2023_MANKS
19.42,27.11,11.67,0.43,52.97,3.14,25.58,2024-04-17,TCAP_2023_MANKS
13.19,19.19,7.04,3.66,65.58,5.71,14.26,2024-04-18,TCAP_2023_MANKS
10.66,16.36,5.54,0.0,45.87,2.19,21.61,2024-04-19,TCAP_2023_MANKS
8.59,13.74,4.78,0.0,45.67,3.32,18.52,2024-04-20,TCAP_2023_MANKS
9.77,17.67,1.12,0.0,45.0,2.39,27.29,2024-04-21,TCAP_2023_MANKS
15.4,24.43,5.32,0.0,47.19,6.22,22.64,2024-04-22,TCAP_2023_MANKS
16.69,23.44,10.47,0.06,49.98,3.76,23.66,2024-04-23,TCAP_2023_MANKS
16.03,23.34,7.92,0.28,48.41,2.06,20.49,2024-04-24,TCAP_2023_MANKS
15.26,18.59,13.22,25.96,80.01,6.27,6.48,2024-04-25,TCAP_2023_MANKS
20.58,27.32,15.22,12.59,70.24,6.04,19.16,2024-04-26,TCAP_2023_MANKS
20.14,26.76,13.9,12.27,78.86,2.84,6.81,2024-04-27,TCAP_2023_MANKS
17.1,22.83,10.08,0.94,73.09,3.54,12.77,2024-04-28,TCAP_2023_MANKS
16.76,25.33,7.05,0.66,60.56,1.8,27.12,2024-04-29,TCAP_2023_MANKS
21.01,30.72,12.73,2.68,61.09,4.44,23.02,2024-04-30,TCAP_2023_MANKS
18.33,24.79,10.03,5.35,70.75,3.81,11.15,2024-05-01,TCAP_2023_MANKS
16.87,20.82,11.02,10.57,79.07,3.81,14.17,2024-05-02,TCAP_2023_MANKS
17.08,24.52,8.29,1.22,75.04,3.35,26.23,2024-05-03,TCAP_2023_MANKS
14.79,19.36,8.53,9.84,73.25,4.22,19.11,2024-05-04,TCAP_2023_MANKS
13.52,18.78,8.85,0.24,79.7,3.22,17.05,2024-05-05,TCAP_2023_MANKS
19.55,25.9,12.81,11.67,84.95,5.5,6.99,2024-05-06,TCAP_2023_MANKS
17.71,25.21,9.31,0.01,50.09,2.7,29.31,2024-05-07,TCAP_2023_MANKS
17.62,25.3,10.82,0.03,56.24,3.65,27.83,2024-05-08,TCAP_2023_MANKS
16.11,23.62,8.35,0.0,58.98,3.36,28.52,2024-05-09,TCAP_2023_MANKS
18.08,25.53,10.09,0.0,60.87,2.84,25.19,2024-05-10,TCAP_2023_MANKS
20.22,27.47,11.49,0.0,52.81,1.41,28.97,2024-05-11,TCAP_2023_MANKS
19.77,24.57,14.36,2.3,67.34,2.27,15.03,2024-05-12,TCAP_2023_MANKS
16.82,19.82,13.93,14.07,88.36,2.91,7.6,2024-05-13,TCAP_2023_MANKS
18.25,24.95,10.66,0.01,58.65,2.71,28.73,2024-05-14,TCAP_2023_MANKS
18.6,25.36,13.46,4.05,67.43,1.62,8.35,2024-05-15,TCAP_2023_MANKS
19.13,24.98,14.06,2.44,69.35,1.5,25.4,2024-05-16,TCAP_2023_MANKS
21.47,28.79,12.89,0.0,65.02,2.67,29.23,2024-05-17,TCAP_2023_MANKS
23.62,31.45,16.4,0.44,62.73,3.13,27.93,2024-05-18,TCAP_2023_MANKS
22.86,30.06,15.88,16.66,68.55,4.29,14.69,2024-05-19,TCAP_2023_MANKS
24.48,29.01,20.64,20.28,82.85,3.62,20.17,2024-05-20,TCAP_2023_MANKS
21.23,27.03,13.54,0.93,71.19,5.65,19.01,2024-05-21,TCAP_2023_MANKS
18.68,24.69,12.3,0.55,58.92,1.79,28.03,2024-05-22,TCAP_2023_MANKS
20.97,26.93,12.75,0.28,69.83,3.86,26.97,2024-05-23,TCAP_2023_MANKS
20.38,24.22,13.44,0.21,60.0,4.47,29.07,2024-05-24,TCAP_2023_MANKS
20.56,27.91,11.51,12.49,61.51,4.27,28.02,2024-05-25,TCAP_2023_MANKS
23.0,26.46,17.0,10.63,74.39,3.36,24.83,2024-05-26,TCAP_2023_MANKS
20.67,27.23,14.03,0.0,62.28,2.67,29.97,2024-05-27,TCAP_2023_MANKS
21.61,27.89,14.55,0.05,56.47,1.34,26.5,2024-05-28,TCAP_2023_MANKS
