T2M,T2M_MAX,T2M_MIN,PRECTOTCORR,RH2M,WS2M,ALLSKY_SFC_SW_DWN,date,studyName
19.42,24.73,13.17,0.0,70.9,1.4,27.94,2025-07-09,OHRWW_2025_SPO
21.27,26.13,15.45,0.23,81.78,1.76,15.87,2025-07-10,OHRWW_2025_SPO
21.57,25.71,17.55,1.41,87.01,1.51,16.46,2025-07-11,OHRWW_2025_SPO
20.06,23.9,15.47,3.48,78.21,2.61,18.06,2025-07-12,OHRWW_2025_SPO
21.64,27.52,14.61,0.35,72.93,2.61,26.54,2025-07-13,OHRWW_2025_SPO
23.96,29.58,17.29,0.22,69.15,1.17,27.77,2025-07-14,OHRWW_2025_SPO
24.23,28.96,18.79,8.37,85.57,2.88,24.42,2025-07-15,OHRWW_2025_SPO
13.86,17.82,9.39,28.37,88.77,3.85,7.13,2025-07-16,OHRWW_2025_SPO
15.91,21.84,8.68,0.02,71.69,1.42,27.9,2025-07-17,OHRWW_2025_SPO
17.69,22.53,10.99,0.13,77.14,1.69,15.16,2025-07-18,OHRWW_2025_SPO
19.08,23.7,14.61,3.14,81.54,1.74,16.83,2025-07-19,OHRWW_2025_SPO
19.55,25.02,12.3,0.0,71.37,1.49,26.72,2025-07-20,OHRWW_2025_SPO
20.15,24.52,15.34,0.95,77.28,2.79,13.3,2025-07-21,OHRWW_2025_SPO
22.94,28.41,16.61,1.42,86.8,2.69,15.44,2025-07-22,OHRWW_2025_SPO
23.55,26.7,19.61,23.13,93.84,2.57,5.42,2025-07-23,OHRWW_2025_SPO
21.96,26.89,17.4,12.18,80.98,1.69,20.88,2025-07-24,OHRWW_2025_SPO
22.56,27.55,16.65,0.0,77.1,1.5,25.59,2025-07-25,OHRWW_2025_SPO
24.39,29.92,18.76,0.01,78.6,2.11,26.8,2025-07-26,OHRWW_2025_SPO
25.65,30.54,20.08,0.56,80.99,2.2,24.26,2025-07-27,OHRWW_2025_SPO
24.19,27.87,20.86,2.57,82.79,1.3,25.48,2025-07-28,OHRWW_2025_SPO
22.97,27.81,19.33,0.86,77.91,1.64,22.64,2025-07-29,OHRWW_2025_SPO
19.9,24.26,14.76,0.0,67.35,2.4,19.93,2025-07-30,OHRWW_2025_SPO
18.0,22.85,12.28,0.0,65.48,1.08,20.44,2025-07-31,OHRWW_2025_SPO
18.97,25.21,12.97,0.0,60.13,0.76,23.12,2025-08-01,OHRWW_2025_SPO
19.3,25.33,12.98,0.0,66.73,1.51,24.62,2025-08-02,OHRWW_2025_SPO
19.68,25.55,12.73,0.0,70.82,1.73,21.45,2025-08-03,OHRWW_2025_SPO
20.37,24.57,16.18,0.01,69.54,1.37,13.52,2025-08-04,OHRWW_2025_SPO
21.25,25.85,16.44,0.04,71.54,2.14,20.55,2025-08-05,OHRWW_2025_SPO
15.82,23.76,8.96,0.0,49.89,1.64,16.46,2024-11-14,STP1_2025_MCG
14.65,23.88,8.45,0.0,49.19,1.76,16.3,2024-11-15,STP1_2025_MCG
17.83,27.08,10.17,0.0,72.41,3.5,13.96,2024-11-16,STP1_2025_MCG
21.79,28.58,15.81,4.07,81.35,3.41,11.02,2024-11-17,STP1_2025_MCG
20.68,24.33,13.96,6.9,66.87,5.39,8.39,2024-11-18,STP1_2025_MCG
16.62,26.88,9.44,0.0,49.12,2.92,15.57,2024-11-19,STP1_2025_MCG
11.98,19.26,7.17,0.0,47.43,3.59,15.94,2024-11-20,STP1_2025_MCG
13.7,22.08,6.47,0.0,39.35,1.42,14.4,2024-11-21,STP1_2025_MCG
13.11,22.69,6.22,0.0,58.43,1.28,14.53,2024-11-22,STP1_2025_MCG
14.35,24.81,5.69,0.0,60.14,2.77,14.67,2024-11-23,STP1_2025_MCG
19.14,27.55,13.18,0.0,73.83,4.4,12.09,2024-11-24,STP1_2025_MCG
13.71,17.81,7.72,0.0,70.51,4.3,11.56,2024-11-25,STP1_2025_MCG
10.85,18.74,4.02,0.0,60.3,2.09,13.32,2024-11-26,STP1_2025_MCG
17.23,28.78,10.45,0.0,67.12,4.3,9.84,2024-11-27,STP1_2025_MCG
9.68,13.83,5.94,0.0,48.29,4.77,6.41,2024-11-28,STP1_2025_MCG
7.06,14.32,2.29,0.0,54.81,2.41,13.88,2024-11-29,STP1_2025_MCG
8.94,17.12,1.45,0.0,55.39,1.43,12.79,2024-11-30,STP1_2025_MCG
11.23,20.42,3.86,0.0,58.17,1.18,13.92,2024-12-01,STP1_2025_MCG
11.65,20.08,5.36,0.0,60.96,1.27,13.66,2024-12-02,STP1_2025_MCG
10.5,18.84,3.28,0.01,63.05,1.6,13.12,2024-12-03,STP1_2025_MCG
10.94,14.15,8.78,3.25,87.71,0.89,3.22,2024-12-04,STP1_2025_MCG
11.21,17.03,5.48,0.14,67.13,3.47,9.93,2024-12-05,STP1_2025_MCG
6.36,12.38,0.63,1.47,58.73,1.95,8.67,2024-12-06,STP1_2025_MCG
6.97,10.34,5.01,7.28,78.66,1.32,3.01,2024-12-07,STP1_2025_MCG
9.76,15.05,6.51,1.07,90.59,2.19,6.27,2024-12-08,STP1_2025_MCG
14.32,25.92,7.64,0.01,67.45,3.43,13.65,2024-12-09,STP1_2025_MCG
8.04,12.86,2.52,0.0,64.98,4.71,12.93,2024-12-10,STP1_2025_MCG
7.89,17.07,1.46,0.0,47.09,2.37,14.21,2024-12-11,STP1_2025_MCG
9.44,17.58,1.87,0.0,50.71,3.5,10.39,2024-12-12,STP1_2025_MCG
14.04,19.0,9.35,1.4,88.37,3.76,3.04,2024-12-13,STP1_2025_MCG
18.5,25.32,14.8,0.78,72.14,2.69,10.94,2024-12-14,STP1_2025_MCG
20.06,26.64,14.42,0.36,80.83,3.47,5.92,2024-12-15,STP1_2025_MCG
20.69,25.31,18.2,0.76,82.98,2.66,7.19,2024-12-16,STP1_2025_MCG
19.79,26.13,15.3,0.17,79.01,2.55,9.22,2024-12-17,STP1_2025_MCG
13.69,17.19,6.07,0.57,62.53,4.29,12.55,2024-12-18,STP1_2025_MCG
9.85,19.16,3.15,0.0,66.05,1.43,13.39,2024-12-19,STP1_2025_MCG
9.4,17.65,4.01,0.0,58.79,2.51,13.78,2024-12-20,STP1_2025_MCG
6.54,14.85,0.11,0.0,64.35,1.87,13.44,2024-12-21,STP1_2025_MCG
10.27,19.45,2.35,0.0,71.49,3.01,10.79,2024-12-22,STP1_2025_MCG
15.98,22.93,10.38,0.01,81.69,4.39,5.38,2024-12-23,STP1_2025_MCG
16.95,21.34,11.87,3.85,89.08,3.31,5.73,2024-12-24,STP1_2025_MCG
13.14,19.02,9.09,0.16,83.62,1.67,3.65,2024-12-25,STP1_2025_MCG
13.2,19.93,8.96,6.22,90.15,1.94,4.75,2024-12-26,STP1_2025_MCG
14.51,25.33,6.87,0.1,66.41,2.52,12.71,2024-12-27,STP1_2025_MCG
16.58,23.59,10.56,8.0,72.84,3.01,8.77,2024-12-28,STP1_2025_MCG
13.62,22.9,8.27,0.46,77.69,2.03,12.87,2024-12-29,STP1_2025_MCG
15.47,27.54,8.27,0.03,56.81,3.39,13.95,2024-12-30,STP1_2025_MCG
10.49,16.28,5.57,0.0,57.77,3.55,14.08,2024-12-31,STP1_2025_MCG
7.09,13.91,2.9,0.0,71.58,2.25,13.75,2025-01-01,STP1_2025_MCG
9.64,19.15,2.62,0.0,74.06,1.75,7.33,2025-01-02,STP1_2025_MCG
12.22,19.71,5.86,0.02,80.02,1.59,6.04,2025-01-03,STP1_2025_MCG
16.82,22.4,11.57,0.02,82.33,4.1,5.39,2025-01-04,STP1_2025_MCG
10.67,18.04,-2.08,0.01,59.86,6.62,13.44,2025-01-05,STP1_2025_MCG
-0.39,5.59,-4.89,0.0,48.63,4.48,14.39,2025-01-06,STP1_2025_MCG
1.16,6.64,-2.15,0.0,55.94,2.89,13.53,2025-01-07,STP1_2025_MCG
1.03,6.47,-3.38,0.01,60.82,2.46,8.81,2025-01-08,STP1_2025_MCG
1.59,3.95,0.04,22.9,81.02,1.76,2.37,2025-01-09,STP1_2025_MCG
-0.02,3.68,-3.54,0.41,86.74,3.72,5.0,2025-01-10,STP1_2025_MCG
1.83,11.31,-5.99,0.0,65.67,2.99,15.32,2025-01-11,STP1_2025_MCG
4.72,12.48,-1.76,0.0,76.2,3.28,14.41,2025-01-12,STP1_2025_MCG
4.18,11.18,-0.65,0.0,63.93,2.88,14.27,2025-01-13,STP1_2025_MCG
5.24,12.67,-0.68,0.0,62.99,1.07,11.24,2025-01-14,STP1_2025_MCG
7.21,15.32,0.0,0.0,58.34,1.78,14.21,2025-01-15,STP1_2025_MCG
8.69,16.97,2.41,0.0,58.05,1.34,12.82,2025-01-16,STP1_2025_MCG
11.81,20.16,5.83,0.0,61.25,4.91,6.94,2025-01-17,STP1_2025_MCG
7.28,11.77,-0.55,0.0,51.41,5.14,14.96,2025-01-18,STP1_2025_MCG
-2.07,3.62,-5.59,0.0,48.0,4.73,16.16,2025-01-19,STP1_2025_MCG
-2.27,3.81,-6.49,0.0,49.97,2.94,4.91,2025-01-20,STP1_2025_MCG
-2.35,1.98,-5.04,0.01,62.38,2.82,12.37,2025-01-21,STP1_2025_MCG
1.4,12.4,-5.69,0.0,57.2,3.67,15.56,2025-01-22,STP1_2025_MCG
3.41,11.83,-2.57,0.0,54.66,2.82,16.13,2025-01-23,STP1_2025_MCG
4.93,14.33,-2.53,0.0,48.18,2.81,16.46,2025-01-24,STP1_2025_MCG
7.7,17.73,-1.79,0.11,79.4,3.24,6.61,2025-01-25,STP1_2025_MCG
8.71,11.24,5.32,0.79,80.52,2.7,4.67,2025-01-26,STP1_2025_MCG
6.82,13.03,0.63,0.1,64.15,2.41,10.5,2025-01-27,STP1_2025_MCG
9.44,13.49,5.82,0.34,78.92,1.06,5.79,2025-01-28,STP1_2025_MCG
12.91,16.21,9.54,18.87,95.79,1.79,2.74,2025-01-29,STP1_2025_MCG
14.66,20.03,8.76,27.65,69.36,2.92,12.19,2025-01-30,STP1_2025_MCG
11.64,20.06,6.7,0.0,53.12,3.77,16.77,2025-01-31,STP1_2025_MCG
12.51,22.44,5.92,0.0,51.3,2.32,17.23,2025-02-01,STP1_2025_MCG
14.67,25.51,6.02,0.0,62.21,3.65,16.5,2025-02-02,STP1_2025_MCG
17.81,27.25,10.82,0.0,77.0,3.54,16.29,2025-02-03,STP1_2025_MCG
18.9,26.34,12.94,0.0,85.09,1.65,6.34,2025-02-04,STP1_2025_MCG
19.13,25.81,12.48,0.0,84.48,2.97,6.69,2025-02-05,STP1_2025_MCG
21.08,28.33,15.54,0.0,81.7,3.0,15.25,2025-02-06,STP1_2025_MCG
20.6,27.66,15.38,0.0,80.42,2.98,11.64,2025-02-07,STP1_2025_MCG
20.84,30.9,10.96,0.0,72.24,4.37,16.56,2025-02-08,STP1_2025_MCG
10.43,14.13,7.29,0.0,71.27,3.67,5.38,2025-02-09,STP1_2025_MCG
9.3,12.36,7.02,3.47,84.85,2.06,2.87,2025-02-10,STP1_2025_MCG
8.38,9.76,6.39,12.71,88.07,2.78,3.56,2025-02-11,STP1_2025_MCG
5.88,8.11,-0.64,2.2,83.65,3.71,6.37,2025-02-12,STP1_2025_MCG
0.72,7.16,-3.67,0.0,57.27,4.2,11.44,2025-02-13,STP1_2025_MCG
6.81,15.45,-1.58,0.05,72.67,2.77,6.83,2025-02-14,STP1_2025_MCG
12.55,22.94,4.44,0.09,72.34,4.18,13.24,2025-02-15,STP1_2025_MCG
3.5,10.04,-1.25,0.0,56.9,4.55,19.24,2025-02-16,STP1_2025_MCG
6.61,15.91,-2.29,0.0,69.32,2.8,18.73,2025-02-17,STP1_2025_MCG
7.68,17.85,-5.44,0.21,83.51,4.7,3.95,2025-02-18,STP1_2025_MCG
-5.0,-0.22,-8.24,0.0,62.75,6.08,8.04,2025-02-19,STP1_2025_MCG
-3.85,1.76,-8.0,0.0,56.23,3.67,19.63,2025-02-20,STP1_2025_MCG
0.25,5.23,-3.64,0.0,59.1,2.33,8.09,2025-02-21,STP1_2025_MCG
4.77,11.18,-1.08,0.13,60.29,1.11,12.69,2025-02-22,STP1_2025_MCG
10.54,19.47,5.14,0.11,71.69,1.14,19.0,2025-02-23,STP1_2025_MCG
12.89,24.41,3.94,0.03,67.12,2.2,20.42,2025-02-24,STP1_2025_MCG
14.88,25.39,6.15,0.0,68.7,3.13,20.2,2025-02-25,STP1_2025_MCG
17.99,27.74,10.06,0.0,71.37,3.09,19.05,2025-02-26,STP1_2025_MCG
14.74,19.09,9.88,0.0,55.18,3.63,12.22,2025-02-27,STP1_2025_MCG
15.74,24.31,9.3,0.0,49.37,1.6,19.71,2025-02-28,STP1_2025_MCG
17.75,27.69,9.37,0.0,52.14,1.74,20.39,2025-03-01,STP1_2025_MCG
18.46,26.13,11.43,0.86,66.26,4.36,19.11,2025-03-02,STP1_2025_MCG
20.84,27.63,15.98,1.77,81.13,4.57,8.42,2025-03-03,STP1_2025_MCG
18.57,23.24,12.84,6.05,52.09,7.72,18.11,2025-03-04,STP1_2025_MCG
11.56,18.67,6.28,1.07,44.61,4.23,22.45,2025-03-05,STP1_2025_MCG
13.53,22.4,4.79,0.0,48.38,3.4,15.96,2025-03-06,STP1_2025_MCG
19.55,28.75,13.12,0.1,68.03,2.86,16.92,2025-03-07,STP1_2025_MCG
13.52,17.38,7.09,1.26,82.37,4.17,3.74,2025-03-08,STP1_2025_MCG
9.42,15.17,5.64,0.01,66.84,4.33,10.93,2025-03-09,STP1_2025_MCG
14.13,25.27,3.8,0.0,47.05,1.94,23.14,2025-03-10,STP1_2025_MCG
17.61,28.74,6.85,0.0,41.17,4.27,23.24,2025-03-11,STP1_2025_MCG
19.81,30.91,12.86,0.13,60.23,3.3,19.53,2025-03-12,STP1_2025_MCG
20.32,31.09,10.9,0.0,37.75,3.22,19.48,2025-03-13,STP1_2025_MCG
21.82,30.47,15.55,0.09,48.71,4.74,22.07,2025-03-14,STP1_2025_MCG
16.96,23.35,10.02,0.15,34.66,4.43,21.64,2025-03-15,STP1_2025_MCG
14.9,25.13,6.17,0.0,39.1,2.21,23.79,2025-03-16,STP1_2025_MCG
17.82,29.72,7.22,0.0,42.54,4.11,22.71,2025-03-17,STP1_2025_MCG
20.39,30.41,11.63,0.81,63.28,6.07,21.25,2025-03-18,STP1_2025_MCG
16.48,22.13,8.97,0.44,39.11,5.88,25.09,2025-03-19,STP1_2025_MCG
12.11,20.56,4.27,0.0,39.08,2.96,24.93,2025-03-20,STP1_2025_MCG
15.33,26.81,4.89,0.0,41.3,3.77,24.5,2025-03-21,STP1_2025_MCG
20.35,30.36,10.63,0.0,60.42,4.5,23.15,2025-03-22,STP1_2025_MCG
23.08,32.9,16.86,0.45,58.59,3.66,18.87,2025-03-23,STP1_2025_MCG
20.89,30.85,11.4,0.0,33.07,1.92,24.43,2025-03-24,STP1_2025_MCG
23.96,34.66,13.74,0.11,42.52,2.45,22.15,2025-03-25,STP1_2025_MCG
22.78,29.49,16.29,0.7,58.38,2.32,15.81,2025-03-26,STP1_2025_MCG
19.85,25.79,16.52,10.11,80.19,3.15,8.12,2025-03-27,STP1_2025_MCG
19.62,24.23,16.78,1.58,81.46,2.45,9.85,2025-03-28,STP1_2025_MCG
23.2,32.3,15.75,2.68,70.96,3.69,21.92,2025-03-29,STP1_2025_MCG
23.31,30.22,17.94,4.06,77.23,2.45,17.97,2025-03-30,STP1_2025_MCG
18.23,25.68,12.48,0.0,62.8,2.77,22.38,2025-03-31,STP1_2025_MCG
22.09,30.72,12.76,0.0,71.58,4.7,14.32,2025-04-01,STP1_2025_MCG
24.27,29.79,21.4,0.23,77.32,3.16,11.89,2025-04-02,STP1_2025_MCG
23.38,30.22,16.13,0.64,76.96,2.87,12.05,2025-04-03,STP1_2025_MCG
21.84,30.68,15.32,9.5,82.59,3.6,5.5,2025-04-04,STP1_2025_MCG
13.96,17.62,9.44,10.84,76.37,5.27,6.41,2025-04-05,STP1_2025_MCG
8.52,12.77,4.21,0.01,61.61,4.77,11.66,2025-04-06,STP1_2025_MCG
12.17,20.75,3.15,0.0,45.6,2.49,27.51,2025-04-07,STP1_2025_MCG
16.06,25.19,5.91,0.0,42.76,1.38,27.17,2025-04-08,STP1_2025_MCG
19.64,30.77,8.9,0.0,46.48,4.37,26.4,2025-04-09,STP1_2025_MCG
21.61,31.6,12.56,0.0,61.03,2.28,24.7,2025-04-10,STP1_2025_MCG
21.81,30.91,14.27,0.0,53.94,2.01,26.83,2025-04-11,STP1_2025_MCG
22.46,32.72,12.5,0.08,50.99,3.26,26.14,2025-04-12,STP1_2025_MCG
24.45,35.07,15.56,0.0,52.43,5.37,27.03,2025-04-13,STP1_2025_MCG
24.96,35.25,16.55,0.0,60.8,3.23,25.09,2025-04-14,STP1_2025_MCG
21.39,28.23,16.17,0.0,36.52,3.72,23.67,2025-04-15,STP1_2025_MCG
22.4,31.15,14.43,0.0,56.6,3.54,22.06,2025-04-16,STP1_2025_MCG
24.96,33.19,18.79,0.0,60.97,5.58,19.47,2025-04-17,STP1_2025_MCG
25.08,30.15,20.69,0.86,67.21,5.73,17.35,2025-04-18,STP1_2025_MCG
23.47,26.71,21.28,9.95,78.05,4.99,9.53,2025-04-19,STP1_2025_MCG
22.03,28.45,15.83,2.81,58.56,3.88,23.88,2025-04-20,STP1_2025_MCG
21.01,30.51,12.2,0.0,50.21,1.67,28.72,2025-04-21,STP1_2025_MCG
23.01,31.28,14.56,6.13,70.81,2.06,25.46,2025-04-22,STP1_2025_MCG
24.57,31.21,19.24,4.68,71.27,2.32,21.42,2025-04-23,STP1_2025_MCG
22.27,25.23,20.29,29.94,89.15,2.29,9.63,2025-04-24,STP1_2025_MCG
23.41,28.87,18.32,1.33,82.62,1.89,17.91,2025-04-25,STP1_2025_MCG
23.96,29.77,18.01,0.04,72.62,2.45,20.87,2025-04-26,STP1_2025_MCG
24.82,30.88,18.57,0.01,71.8,3.34,14.33,2025-04-27,STP1_2025_MCG
24.38,28.15,21.31,0.03,76.12,4.48,12.39,2025-04-28,STP1_2025_MCG
24.58,29.62,21.36,0.51,73.13,4.22,18.04,2025-04-29,STP1_2025_MCG
23.42,27.74,20.16,11.48,84.92,3.97,9.44,2025-04-30,STP1_2025_MCG
25.14,31.6,20.16,7.74,78.66,2.67,17.14,2025-05-01,STP1_2025_MCG
21.44,26.92,15.94,9.83,83.48,2.97,12.08,2025-05-02,STP1_2025_MCG
18.76,25.29,12.91,0.28,64.69,3.07,29.67,2025-05-03,STP1_2025_MCG
18.96,27.02,10.95,0.0,60.76,1.97,28.81,2025-05-04,STP1_2025_MCG
17.98,22.86,13.97,12.02,78.35,3.36,11.38,2025-05-05,STP1_2025_MCG
20.85,27.86,15.55,21.93,87.08,3.38,15.27,2025-05-06,STP1_2025_MCG
20.88,27.75,14.44,0.19,78.27,1.18,20.77,2025-05-07,STP1_2025_MCG
21.35,26.69,15.96,0.16,73.28,2.29,20.82,2025-05-08,STP1_2025_MCG
20.63,24.89,16.17,0.11,73.82,3.44,23.81,2025-05-09,STP1_2025_MCG
20.75,25.55,15.73,0.61,70.04,3.16,22.79,2025-05-10,STP1_2025_MCG
20.32,26.66,14.95,0.0,63.21,3.3,26.66,2025-05-11,STP1_2025_MCG
21.81,29.99,12.86,0.0,63.67,1.68,28.88,2025-05-12,STP1_2025_MCG
25.88,37.45,14.29,0.0,57.57,3.86,25.32,2025-05-13,STP1_2025_MCG
29.23,39.92,21.25,0.0,62.77,3.53,20.1,2025-05-14,STP1_2025_MCG
28.49,36.19,22.75,0.0,67.86,2.45,18.8,2025-05-15,STP1_2025_MCG
28.36,35.82,22.81,0.88,70.55,2.95,16.76,2025-05-16,STP1_2025_MCG
28.56,36.34,22.77,3.5,70.18,2.86,17.9,2025-05-17,STP1_2025_MCG
27.72,33.98,22.8,2.29,69.4,4.64,9.52,2025-05-18,STP1_2025_MCG
28.04,32.6,23.78,1.02,72.76,5.09,10.09,2025-05-19,STP1_2025_MCG
26.08,33.05,19.87,0.01,53.83,3.17,29.43,2025-05-20,STP1_2025_MCG
24.58,33.84,16.1,0.0,48.41,1.61,28.04,2025-05-21,STP1_2025_MCG
27.61,36.75,19.9,3.21,63.57,2.52,28.38,2025-05-22,STP1_2025_MCG
28.85,36.91,20.53,2.19,62.05,2.6,28.57,2025-05-23,STP1_2025_MCG
18.76,30.77,10.26,0.88,52.67,4.1,13.84,2024-10-24,TCAP_2025_MANKS
13.67,20.18,8.47,0.0,46.63,3.77,15.02,2024-10-25,TCAP_2025_MANKS
10.89,18.63,4.22,0.0,45.53,2.21,14.42,2024-10-26,TCAP_2025_MANKS
14.48,24.73,5.34,0.0,48.63,2.7,14.1,2024-10-27,TCAP_2025_MANKS
22.35,30.67,15.43,0.0,55.24,6.75,8.24,2024-10-28,TCAP_2025_MANKS
24.43,28.71,20.62,0.0,52.32,9.23,9.9,2024-10-29,TCAP_2025_MANKS
19.06,23.54,8.98,28.64,77.24,5.42,1.8,2024-10-30,TCAP_2025_MANKS
10.21,16.04,6.43,0.01,58.44,3.31,14.28,2024-10-31,TCAP_2025_MANKS
11.72,20.23,5.25,0.0,61.29,3.0,13.74,2024-11-01,TCAP_2025_MANKS
13.3,16.97,9.9,26.15,86.72,3.26,2.63,2024-11-02,TCAP_2025_MANKS
18.04,21.47,15.0,11.29,94.48,3.97,5.76,2024-11-03,TCAP_2025_MANKS
14.81,18.05,10.55,9.38,91.71,2.86,2.61,2024-11-04,TCAP_2025_MANKS
10.65,14.54,6.45,0.27,73.82,2.56,5.69,2024-11-05,TCAP_2025_MANKS
9.69,16.93,4.29,0.0,75.83,2.26,12.2,2024-11-06,TCAP_2025_MANKS
8.96,15.74,4.1,0.29,74.39,2.75,12.22,2024-11-07,TCAP_2025_MANKS
8.91,12.0,6.68,19.48,73.92,4.66,3.02,2024-11-08,TCAP_2025_MANKS
10.77,15.71,7.51,5.09,74.36,5.27,11.94,2024-11-09,TCAP_2025_MANKS
9.76,16.01,4.45,0.0,71.67,3.08,12.22,2024-11-10,TCAP_2025_MANKS
10.46,18.54,4.94,0.0,76.37,2.23,12.18,2024-11-11,TCAP_2025_MANKS
10.48,18.85,3.57,0.13,74.92,4.33,11.97,2024-11-12,TCAP_2025_MANKS
11.4,14.72,5.95,7.6,78.04,5.03,3.12,2024-11-13,TCAP_2025_MANKS
8.0,16.34,1.29,0.0,64.9,2.09,11.93,2024-11-14,TCAP_2025_MANKS
10.31,19.21,3.78,0.0,66.24,3.82,11.97,2024-11-15,TCAP_2025_MANKS
11.9,17.88,7.92,0.16,81.07,4.75,7.6,2024-11-16,TCAP_2025_MANKS
10.7,15.84,6.61,4.2,76.02,1.61,3.58,2024-11-17,TCAP_2025_MANKS
12.94,20.1,7.83,26.53,89.32,5.02,2.55,2024-11-18,TCAP_2025_MANKS
7.82,11.76,3.64,0.0,61.87,4.25,9.35,2024-11-19,TCAP_2025_MANKS
3.94,10.19,-0.69,0.0,55.41,5.16,12.06,2024-11-20,TCAP_2025_MANKS
1.47,7.24,-2.31,0.0,65.11,3.55,11.72,2024-11-21,TCAP_2025_MANKS
2.7,9.43,-3.03,0.0,68.31,1.07,9.71,2024-11-22,TCAP_2025_MANKS
7.69,16.45,1.28,0.0,75.05,3.38,10.17,2024-11-23,TCAP_2025_MANKS
9.25,14.49,4.06,0.0,85.72,3.09,8.91,2024-11-24,TCAP_2025_MANKS
1.49,5.71,-1.27,0.0,59.15,4.69,10.66,2024-11-25,TCAP_2025_MANKS
2.67,9.59,-2.92,0.0,60.66,3.25,7.62,2024-11-26,TCAP_2025_MANKS
1.81,5.33,-3.1,1.42,80.17,3.37,2.94,2024-11-27,TCAP_2025_MANKS
-1.61,4.84,-5.1,0.0,74.23,2.54,10.55,2024-11-28,TCAP_2025_MANKS
-1.69,4.91,-6.2,0.0,74.21,1.53,9.85,2024-11-29,TCAP_2025_MANKS
-0.3,3.86,-3.19,0.26,83.61,2.31,5.66,2024-11-30,TCAP_2025_MANKS
-0.85,4.28,-4.07,0.01,76.19,0.92,7.27,2024-12-01,TCAP_2025_MANKS
-3.32,-0.85,-5.22,0.05,73.04,3.11,9.48,2024-12-02,TCAP_2025_MANKS
-0.53,5.98,-5.2,0.0,72.96,3.71,9.91,2024-12-03,TCAP_2025_MANKS
3.9,12.5,-2.28,0.0,76.45,3.59,10.23,2024-12-04,TCAP_2025_MANKS
-4.21,-0.89,-6.87,0.0,53.59,2.62,9.37,2024-12-05,TCAP_2025_MANKS
-0.4,6.69,-4.69,0.0,68.25,2.79,10.13,2024-12-06,TCAP_2025_MANKS
4.37,12.61,-1.54,0.0,85.93,3.27,9.74,2024-12-07,TCAP_2025_MANKS
6.31,12.69,3.43,0.0,92.56,3.59,9.21,2024-12-08,TCAP_2025_MANKS
4.22,10.85,0.31,0.0,72.43,2.9,5.51,2024-12-09,TCAP_2025_MANKS
0.31,6.4,-4.46,0.02,70.94,3.36,9.88,2024-12-10,TCAP_2025_MANKS
-1.1,3.93,-5.68,0.08,65.0,2.96,9.49,2024-12-11,TCAP_2025_MANKS
-2.14,3.26,-4.72,0.0,63.19,4.01,9.12,2024-12-12,TCAP_2025_MANKS
0.97,6.05,-4.55,1.67,83.41,4.95,2.06,2024-12-13,TCAP_2025_MANKS
4.26,6.87,-0.23,4.19,97.08,2.79,2.17,2024-12-14,TCAP_2025_MANKS
5.4,15.57,-1.05,0.01,79.19,3.27,8.9,2024-12-15,TCAP_2025_MANKS
4.53,11.21,0.17,0.0,63.16,3.09,9.94,2024-12-16,TCAP_2025_MANKS
3.7,9.89,-1.57,0.0,68.73,2.2,3.87,2024-12-17,TCAP_2025_MANKS
-0.17,4.18,-3.3,0.0,80.87,3.08,8.91,2024-12-18,TCAP_2025_MANKS
3.04,14.17,-3.45,0.0,71.15,4.33,8.65,2024-12-19,TCAP_2025_MANKS
-4.47,-0.44,-7.45,0.0,65.3,3.04,8.82,2024-12-20,TCAP_2025_MANKS
-1.66,4.06,-5.12,0.0,73.25,2.4,9.18,2024-12-21,TCAP_2025_MANKS
2.53,10.38,-2.12,0.0,85.66,4.08,9.0,2024-12-22,TCAP_2025_MANKS
3.28,7.11,-0.06,0.0,89.04,1.62,4.83,2024-12-23,TCAP_2025_MANKS
0.85,6.35,-2.55,0.0,89.12,2.42,4.56,2024-12-24,TCAP_2025_MANKS
1.7,6.03,-2.65,0.2,92.21,2.03,3.04,2024-12-25,TCAP_2025_MANKS
4.77,7.2,3.45,0.32,96.51,1.04,2.05,2024-12-26,TCAP_2025_MANKS
4.89,9.06,2.58,0.68,95.63,1.29,3.86,2024-12-27,TCAP_2025_MANKS
5.68,12.72,2.64,0.01,84.58,1.54,9.05,2024-12-28,TCAP_2025_MANKS
6.84,13.48,2.81,0.01,73.19,2.83,9.57,2024-12-29,TCAP_2025_MANKS
5.06,7.92,1.64,0.74,83.4,4.12,2.06,2024-12-30,TCAP_2025_MANKS
-0.12,3.28,-4.7,0.17,74.76,4.79,3.19,2024-12-31,TCAP_2025_MANKS
-1.33,4.03,-4.93,0.0,69.9,2.38,10.12,2025-01-01,TCAP_2025_MANKS
0.18,5.87,-4.58,0.0,76.85,3.02,8.87,2025-01-02,TCAP_2025_MANKS
-2.59,1.19,-5.16,0.0,78.89,1.78,4.63,2025-01-03,TCAP_2025_MANKS
-3.24,-2.16,-4.2,2.44,77.13,5.36,2.0,2025-01-04,TCAP_2025_MANKS
-9.14,-3.98,-15.02,17.31,84.32,6.92,1.43,2025-01-05,TCAP_2025_MANKS
-14.07,-7.69,-18.93,0.03,76.29,2.72,10.11,2025-01-06,TCAP_2025_MANKS
-11.45,-3.36,-16.09,1.15,81.23,2.73,9.77,2025-01-07,TCAP_2025_MANKS
-12.37,-4.7,-19.01,0.01,88.7,2.46,11.13,2025-01-08,TCAP_2025_MANKS
