ARS-SRPN_CORSICANA,32.0954,-96.4689,town,CORSICANA
ARS-SRPN_COTULLA,28.4369,-99.2353,town,COTULLA
ARS-SRPN_CROCKETT,31.3180,-95.4561,town,CROCKETT
ARS-SRPN_CUERO,29.0939,-97.2897,town,CUERO
ARS-SRPN_DALHART_TX,36.0595,-102.5138,town,DALHART
ARS-SRPN_DECATUR,33.2343,-97.5861,town,DECATUR
ARS-SRPN_DEL_RIO,29.3709,-100.8959,town,DEL_RIO
ARS-SRPN_DENISON,33.7557,-96.5367,town,DENISON
ARS-SRPN_DENTON,33.2148,-97.1331,town,DENTON
ARS-SRPN_DIMMITT_TX,34.5501,-102.3110,town,DIMMITT
ARS-SRPN_DUBLIN,32.0851,-98.3414,town,DUBLIN
ARS-SRPN_EASTLAND,32.4015,-98.8170,town,EASTLAND
ARS-SRPN_EDNA,28.9786,-96.6464,town,EDNA
ARS-SRPN_ELGIN,30.3494,-97.3703,town,ELGIN
ARS-SRPN_ENNIS,32.3293,-96.6253,town,ENNIS
ARS-SRPN_EUSTACE,32.3076,-96.0094,town,EUSTACE
ARS-SRPN_FALFURRIAS,27.2264,-98.1447,town,FALFURRIAS
ARS-SRPN_FARMERSVILLE,33.1637,-96.3597,town,FARMERSVILLE
ARS-SRPN_FERRIS,32.5335,-96.6653,town,FERRIS
ARS-SRPN_FLATONIA,29.6877,-97.1080,town,FLATONIA
ARS-SRPN_FORT_STOCKTON,30.8940,-102.8790,town,FORT_STOCKTON
ARS-SRPN_FREDERICKSBURG,30.2752,-98.8719,town,FREDERICKSBURG
ARS-SRPN_FREER,27.8820,-98.6170,town,FREER
ARS-SRPN_GATESVILLE,31.4352,-97.7439,town,GATESVILLE
ARS-SRPN_GEORGETOWN,30.6333,-97.6770,town,GEORGETOWN
ARS-SRPN_GIDDINGS,30.1827,-96.9364,town,GIDDINGS
ARS-SRPN_GOLIAD,28.6683,-97.3883,town,GOLIAD
ARS-SRPN_GONZALES,29.5016,-97.4528,town,GONZALES
ARS-SRPN_GRAHAM_TX,33.1073,-98.5895,town,GRAHAM
ARS-SRPN_GRANBURY,32.4421,-97.7944,town,GRANBURY
ARS-SRPN_GREENVILLE,33.1384,-96.1108,town,GREENVILLE
ARS-SRPN_HALLETTSVILLE,29.4430,-96.9414,town,HALLETTSVILLE
ARS-SRPN_HAMILTON,31.7035,-98.1239,town,HAMILTON
ARS-SRPN_HARLINGEN,26.1906,-97.6961,town,HARLINGEN
ARS-SRPN_HEARNE,30.8785,-96.5930,town,HEARNE
ARS-SRPN_HEMPSTEAD,30.0974,-96.0786,town,HEMPSTEAD
ARS-SRPN_HENDERSON,32.1532,-94.7994,town,HENDERSON
